"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","MSRP_range"
"11173","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,135795,"(1e+05,1.5e+05]"
"11175","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,139995,"(1e+05,1.5e+05]"
"11176","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,109000,"(1e+05,1.5e+05]"
"11177","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,121295,"(1e+05,1.5e+05]"
"11178","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,123500,"(1e+05,1.5e+05]"
"11217","Hyundai","Veloster",2014,"regular unleaded",201,4,"AUTOMATIC","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",31,24,1439,23300,"(2e+04,4e+04]"
"11218","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19050,"(1e+04,2e+04]"
"11219","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,21650,"(2e+04,4e+04]"
"11220","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,21650,"(2e+04,4e+04]"
"11221","Hyundai","Veloster",2014,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,22300,"(2e+04,4e+04]"
"11222","Hyundai","Veloster",2014,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,22300,"(2e+04,4e+04]"
"11223","Hyundai","Veloster",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,17800,"(1e+04,2e+04]"
"11224","Hyundai","Veloster",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,17800,"(1e+04,2e+04]"
"11225","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19050,"(1e+04,2e+04]"
"11226","Hyundai","Veloster",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,17800,"(1e+04,2e+04]"
"11227","Hyundai","Veloster",2014,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,21300,"(2e+04,4e+04]"
"11228","Hyundai","Veloster",2014,"regular unleaded",201,4,"AUTOMATIC","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",31,24,1439,23300,"(2e+04,4e+04]"
"11229","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19050,"(1e+04,2e+04]"
"11230","Hyundai","Veloster",2015,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,27,1439,19250,"(1e+04,2e+04]"
"11231","Hyundai","Veloster",2015,"regular unleaded",201,4,"AUTOMATIC","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",31,24,1439,23600,"(2e+04,4e+04]"
"11232","Hyundai","Veloster",2015,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,27,1439,21950,"(2e+04,4e+04]"
"11233","Hyundai","Veloster",2015,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,27,1439,21950,"(2e+04,4e+04]"
"11234","Hyundai","Veloster",2015,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,18000,"(1e+04,2e+04]"
"11235","Hyundai","Veloster",2015,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,22600,"(2e+04,4e+04]"
"11236","Hyundai","Veloster",2015,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,21600,"(2e+04,4e+04]"
"11237","Hyundai","Veloster",2016,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19100,"(1e+04,2e+04]"
"11238","Hyundai","Veloster",2016,"regular unleaded",132,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,27,1439,18000,"(1e+04,2e+04]"
"11239","Hyundai","Veloster",2016,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,25,1439,23950,"(2e+04,4e+04]"
"11240","Hyundai","Veloster",2016,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,25,1439,21600,"(2e+04,4e+04]"
"11241","Hyundai","Veloster",2016,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19100,"(1e+04,2e+04]"
"11242","Hyundai","Veloster",2016,"regular unleaded",132,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,27,1439,18000,"(1e+04,2e+04]"
"11243","Hyundai","Veloster",2016,"regular unleaded",201,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,27,1439,23800,"(2e+04,4e+04]"
"11244","Hyundai","Veloster",2016,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,25,1439,22600,"(2e+04,4e+04]"
"11245","Hyundai","Veloster",2016,"regular unleaded",201,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,27,1439,23800,"(2e+04,4e+04]"
"11246","Hyundai","Veloster",2016,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,25,1439,22600,"(2e+04,4e+04]"
"11247","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,31790,"(2e+04,4e+04]"
"11248","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,33790,"(2e+04,4e+04]"
"11249","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,24040,"(2e+04,4e+04]"
"11250","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,26340,"(2e+04,4e+04]"
"11251","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,22440,"(2e+04,4e+04]"
"11252","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,29740,"(2e+04,4e+04]"
"11253","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,21365,"(2e+04,4e+04]"
"11254","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,22465,"(2e+04,4e+04]"
"11255","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,31490,"(2e+04,4e+04]"
"11256","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,25165,"(2e+04,4e+04]"
"11257","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,29240,"(2e+04,4e+04]"
"11258","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,30240,"(2e+04,4e+04]"
"11259","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,30575,"(2e+04,4e+04]"
"11260","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,33625,"(2e+04,4e+04]"
"11261","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,26675,"(2e+04,4e+04]"
"11262","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,22600,"(2e+04,4e+04]"
"11263","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,21475,"(2e+04,4e+04]"
"11264","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,23225,"(2e+04,4e+04]"
"11265","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,30760,"(2e+04,4e+04]"
"11266","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,23165,"(2e+04,4e+04]"
"11267","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,26835,"(2e+04,4e+04]"
"11268","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,23365,"(2e+04,4e+04]"
"11269","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,31510,"(2e+04,4e+04]"
"11270","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,39020,"(2e+04,4e+04]"
"11271","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,31120,"(2e+04,4e+04]"
"11272","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,37570,"(2e+04,4e+04]"
"11273","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,29670,"(2e+04,4e+04]"
"11274","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,33330,"(2e+04,4e+04]"
"11275","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,27850,"(2e+04,4e+04]"
"11276","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,32960,"(2e+04,4e+04]"
"11277","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,34780,"(2e+04,4e+04]"
"11278","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,29300,"(2e+04,4e+04]"
"11279","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,29770,"(2e+04,4e+04]"
"11280","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,39570,"(2e+04,4e+04]"
"11281","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,29400,"(2e+04,4e+04]"
"11282","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,33630,"(2e+04,4e+04]"
"11283","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,35080,"(2e+04,4e+04]"
"11284","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,31220,"(2e+04,4e+04]"
"11285","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,27950,"(2e+04,4e+04]"
"11286","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,38120,"(2e+04,4e+04]"
"11287","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,31810,"(2e+04,4e+04]"
"11288","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,33260,"(2e+04,4e+04]"
"11289","Toyota","Venza",2015,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,35600,"(2e+04,4e+04]"
"11290","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,33560,"(2e+04,4e+04]"
"11291","Toyota","Venza",2015,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,39940,"(2e+04,4e+04]"
"11292","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,29065,"(2e+04,4e+04]"
"11293","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,32110,"(2e+04,4e+04]"
"11294","Toyota","Venza",2015,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,34150,"(2e+04,4e+04]"
"11295","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,30515,"(2e+04,4e+04]"
"11296","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,1439,35895,"(2e+04,4e+04]"
"11297","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",23,17,1439,28145,"(2e+04,4e+04]"
"11298","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",23,17,1439,34195,"(2e+04,4e+04]"
"11299","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,1439,30045,"(2e+04,4e+04]"
"11300","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,28345,"(2e+04,4e+04]"
"11301","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,34395,"(2e+04,4e+04]"
"11302","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,36095,"(2e+04,4e+04]"
"11303","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,30245,"(2e+04,4e+04]"
"11304","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,30245,"(2e+04,4e+04]"
"11305","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,36195,"(2e+04,4e+04]"
"11306","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,34495,"(2e+04,4e+04]"
"11307","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,28345,"(2e+04,4e+04]"
"11308","Buick","Verano",2015,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,21065,"(2e+04,4e+04]"
"11309","Buick","Verano",2015,"premium unleaded (recommended)",250,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,155,29215,"(2e+04,4e+04]"
"11310","Buick","Verano",2015,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,27050,"(2e+04,4e+04]"
"11311","Buick","Verano",2015,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,25020,"(2e+04,4e+04]"
"11312","Buick","Verano",2015,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,23380,"(2e+04,4e+04]"
"11313","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,23480,"(2e+04,4e+04]"
"11314","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,24475,"(2e+04,4e+04]"
"11315","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,24065,"(2e+04,4e+04]"
"11316","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,21065,"(2e+04,4e+04]"
"11317","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,26505,"(2e+04,4e+04]"
"11318","Buick","Verano",2016,"premium unleaded (recommended)",250,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,155,28670,"(2e+04,4e+04]"
"11319","Buick","Verano",2017,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,21,155,21065,"(2e+04,4e+04]"
"11320","Buick","Verano",2017,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,21,155,26555,"(2e+04,4e+04]"
"11321","Buick","Verano",2017,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,21,155,24115,"(2e+04,4e+04]"
"11322","Suzuki","Verona",2004,"",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,17199,"(1e+04,2e+04]"
"11323","Suzuki","Verona",2004,"",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,20199,"(2e+04,4e+04]"
"11324","Suzuki","Verona",2004,"",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,18499,"(1e+04,2e+04]"
"11325","Suzuki","Verona",2005,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,18,481,19349,"(1e+04,2e+04]"
"11326","Suzuki","Verona",2005,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,18,481,21049,"(2e+04,4e+04]"
"11327","Suzuki","Verona",2005,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,18,481,17549,"(1e+04,2e+04]"
"11328","Suzuki","Verona",2005,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,18,481,20549,"(2e+04,4e+04]"
"11329","Suzuki","Verona",2006,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,20299,"(2e+04,4e+04]"
"11330","Suzuki","Verona",2006,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,18299,"(1e+04,2e+04]"
"11331","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,17930,"(1e+04,2e+04]"
"11332","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,18660,"(1e+04,2e+04]"
"11333","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,17960,"(1e+04,2e+04]"
"11334","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,16330,"(1e+04,2e+04]"
"11335","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,15430,"(1e+04,2e+04]"
"11336","Nissan","Versa Note",2015,"regular unleaded",109,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,27,2009,14180,"(1e+04,2e+04]"
"11337","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,17530,"(1e+04,2e+04]"
"11338","Nissan","Versa Note",2016,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,16380,"(1e+04,2e+04]"
"11339","Nissan","Versa Note",2016,"regular unleaded",109,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,27,2009,14230,"(1e+04,2e+04]"
